"TARGET_GENE","GENE_DESCRIPTION","KEGG","BIOCARTA","PID","REACTOME","VALIDATION","DIANA","MIRANDA","MIRBRIDGE","PICTAR","PITA","RNA22","TARGETSCAN","TOTAL_HIT"
"CCT6A","chaperonin containing TCP1, subunit 6A (zeta 1)","0","0","0","8","","V","","","","V","","V","3"
"CDADC1","cytidine and dCMP deaminase domain containing 1","0","0","0","0","","V","V","","","","V","","3"
"CDH13","cadherin 13","0","0","0","4","","V","V","V","","","","","3"
"CDK2AP2","cyclin-dependent kinase 2 associated protein 2","0","0","0","0","","V","V","","","V","","","3"
"CDKL2","cyclin-dependent kinase-like 2 (CDC2-related kinase)","0","0","0","0","","V","V","V","","","","","3"
"CDS1","CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1","3","0","0","0","","V","V","V","","","","","3"
"CDV3","CDV3 homolog (mouse)","0","0","0","0","","V","V","V","","","","","3"
"CHUK","conserved helix-loop-helix ubiquitous kinase","21","19","18","51","","V","V","","V","","","","3"
"CLUL1","clusterin-like 1 (retinal)","0","0","0","0","","V","V","","","V","","","3"
"CNOT4","CCR4-NOT transcription complex, subunit 4","1","0","0","5","","V","V","","","V","","","3"
"CNTN4","contactin 4","0","0","0","0","","V","","","V","","V","","3"
"COL4A4","collagen, type IV, alpha 4","6","5","4","7","","V","V","","","","V","","3"
"COL6A3","collagen, type VI, alpha 3","3","0","3","6","","V","V","","","","","V","3"
"CPD","carboxypeptidase D","0","0","0","4","","V","V","","V","","","","3"
"CREBBP","CREB binding protein","12","14","26","18","","V","V","","V","","","","3"
"CREM","cAMP responsive element modulator","0","1","2","0","","V","V","","","V","","","3"
"CRISPLD1","cysteine-rich secretory protein LCCL domain containing 1","0","0","0","0","","V","V","","","","","V","3"
"CRY1","cryptochrome 1 (photolyase-like)","1","0","1","2","","V","V","","","V","","","3"
"CSK","c-src tyrosine kinase","5","4","6","14","","V","V","","","V","","","3"
"CTSK","cathepsin K","2","0","0","0","","V","V","","","V","","","3"
"CXCL12","chemokine (C-X-C motif) ligand 12","5","2","3","8","","V","V","","V","","","","3"
"CXCL6","chemokine (C-X-C motif) ligand 6","2","0","0","8","","V","V","","","","V","","3"
"CYB5R4","cytochrome b5 reductase 4","0","0","0","0","","V","V","","","V","","","3"
"DAD1","defender against cell death 1","3","0","0","3","","V","V","V","","","","","3"
"DENND1A","DENN/MADD domain containing 1A","0","0","0","0","","V","","","","V","","V","3"
"DGCR14","DiGeorge syndrome critical region gene 14","0","0","0","0","","V","V","","","V","","","3"
"DIAPH3","diaphanous-related formin 3","1","0","2","0","","V","","","","V","","V","3"
"DNM3","dynamin 3","3","0","0","8","","V","V","","","","V","","3"
"DSG1","desmoglein 1","1","0","0","4","","V","V","V","","","","","3"
"DTX4","deltex homolog 4 (Drosophila)","1","0","0","0","","V","V","","","","V","","3"
"DYNC1LI2","dynein, cytoplasmic 1, light intermediate chain 2","2","0","0","0","","V","V","","","V","","","3"
"DYRK2","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2","0","0","1","0","","V","V","","","","V","","3"
"E2F2","E2F transcription factor 2","10","0","3","12","","V","V","","","","","V","3"
"E2F3","E2F transcription factor 3","10","0","4","14","","V","","","V","","V","","3"
"EDN1","endothelin 1","4","3","4","7","","V","","","","V","","V","3"
"EFR3A","EFR3 homolog A (S. cerevisiae)","0","0","0","0","","V","","","","V","","V","3"
"ELAVL2","ELAV like neuron-specific RNA binding protein 2","0","0","0","0","","V","V","","","","V","","3"
"EMP1","epithelial membrane protein 1","0","0","0","0","","V","V","","","","V","","3"
"EMR2","egf-like module containing, mucin-like, hormone receptor-like 2","0","0","0","4","","V","V","","","","V","","3"
"ENAH","enabled homolog (Drosophila)","1","0","3","7","","V","V","","","","","V","3"
"ENPP4","ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)","0","0","0","0","","V","","V","","","","V","3"
"EPHA4","EPH receptor A4","1","1","2","0","","V","","","","V","V","","3"
"EPN2","epsin 2","1","0","0","0","","V","V","","V","","","","3"
"ERC2","ELKS/RAB6-interacting/CAST family member 2","0","0","0","0","","V","V","","","","V","","3"
"ERG","v-ets avian erythroblastosis virus E26 oncogene homolog","0","0","0","0","","V","","V","","V","","","3"
"ESRRG","estrogen-related receptor gamma","0","0","0","3","","V","V","","V","","","","3"
"ETV5","ets variant 5","0","1","2","0","","V","V","","","","V","","3"
"F3","coagulation factor III (thromboplastin, tissue factor)","1","1","0","3","","V","V","V","","","","","3"
"FAM20B","family with sequence similarity 20, member B","0","0","0","0","","V","","","","","V","V","3"
"FAM73B","family with sequence similarity 73, member B","0","0","0","0","","V","","","V","","","V","3"
"FAM76A","family with sequence similarity 76, member A","0","0","0","0","","V","V","","","","V","","3"
"FBXO33","F-box protein 33","0","0","0","0","","V","","","V","","V","","3"
"FBXO9","F-box protein 9","0","0","0","0","","V","V","","","","","V","3"
"FBXW11","F-box and WD repeat domain containing 11","6","0","7","4","","V","","","","V","","V","3"
"FRY","furry homolog (Drosophila)","0","0","0","0","","V","V","","","V","","","3"
"FUT4","fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)","2","0","0","0","","V","V","","","","V","","3"
"FUT9","fucosyltransferase 9 (alpha (1,3) fucosyltransferase)","3","0","0","0","","V","","","","V","","V","3"
"FYCO1","FYVE and coiled-coil domain containing 1","0","0","0","0","","V","V","","","","","V","3"
"GADD45B","growth arrest and DNA-damage-inducible, beta","3","0","2","0","","V","","V","","V","","","3"
"GALNTL1","","2","0","0","0","","V","V","","","","V","","3"
"GCC2","GRIP and coiled-coil domain containing 2","0","0","0","0","","V","V","","","","","V","3"
"GDF6","growth differentiation factor 6","2","0","0","0","","V","","","V","","V","","3"
"GPR158","G protein-coupled receptor 158","0","0","0","0","","V","V","","","V","","","3"
"HABP4","hyaluronan binding protein 4","0","0","0","4","","V","","","V","","","V","3"
"HHEX","hematopoietically expressed homeobox","1","0","0","0","","V","V","","","V","","","3"
"HSPC159","","0","0","0","0","","V","","","","V","","V","3"
"IL1RAP","interleukin 1 receptor accessory protein","2","1","0","4","","V","V","","","","","V","3"
"IRF8","interferon regulatory factor 8","0","0","2","5","","V","V","V","","","","","3"
"ITGA4","integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)","11","3","9","7","","V","","","","V","","V","3"
"ITGA5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)","10","0","11","8","","V","","","V","","V","","3"
"ITGB8","integrin, beta 8","7","0","2","2","","V","V","","","","","V","3"
"JPH3","junctophilin 3","0","0","0","0","","V","","","V","","V","","3"
"KBTBD8","kelch repeat and BTB (POZ) domain containing 8","0","0","0","0","","V","","","V","V","","","3"
"KCNJ10","potassium inwardly-rectifying channel, subfamily J, member 10","1","0","0","12","","V","V","","","V","","","3"
"KIAA0430","KIAA0430","0","0","0","0","","V","V","","","V","","","3"
"KIAA1045","KIAA1045","0","0","0","0","","V","V","","","","V","","3"
"KIAA1217","KIAA1217","0","0","0","0","","V","","","V","","","V","3"
"KLF11","Kruppel-like factor 11","0","0","0","0","","V","","V","","","","V","3"
"KLHDC8A","kelch domain containing 8A","0","0","0","0","","V","","","","V","","V","3"
"KLHL3","kelch-like family member 3","0","0","0","0","","V","V","","","","","V","3"
"KRT76","keratin 76","0","0","0","0","","V","V","","","","V","","3"
"LAMC1","laminin, gamma 1 (formerly LAMB2)","7","0","5","5","","V","","","","V","","V","3"
"LASS6","","0","0","0","2","","V","V","","","","V","","3"
"LBR","lamin B receptor","0","0","0","2","","V","","","V","","V","","3"
"LDLRAD3","low density lipoprotein receptor class A domain containing 3","0","0","0","0","","V","V","","","","V","","3"
"LIN28","","0","0","0","0","","V","","","V","","","V","3"
"LPGAT1","lysophosphatidylglycerol acyltransferase 1","1","0","0","0","","V","","","","V","","V","3"
"LRRC41","leucine rich repeat containing 41","0","0","0","4","","V","V","","","V","","","3"
"LRRK2","leucine-rich repeat kinase 2","1","0","0","0","","V","V","","","","","V","3"
"LTBP1","latent transforming growth factor beta binding protein 1","1","0","0","0","","V","V","","V","","","","3"
"LY75","lymphocyte antigen 75","0","0","0","0","","V","V","","","","","V","3"
"MAFG","v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog G","0","1","1","2","","V","","","","V","","V","3"
"MAL2","mal, T-cell differentiation protein 2 (gene/pseudogene)","0","0","0","0","","V","V","","","","V","","3"
"MAP2K1","mitogen-activated protein kinase kinase 1","37","44","28","61","","V","V","","","","V","","3"
"MAP3K5","mitogen-activated protein kinase kinase kinase 5","4","5","4","0","","V","V","V","","","","","3"
"MAP4","microtubule-associated protein 4","0","0","0","0","","V","V","","","V","","","3"
"MASTL","microtubule associated serine/threonine kinase-like","0","0","0","0","","V","V","","","V","","","3"
"MEX3D","mex-3 RNA binding family member D","0","0","0","0","","V","","","V","","","V","3"
"MFF","mitochondrial fission factor","0","0","0","0","","V","V","","","V","","","3"
"MKLN1","muskelin 1, intracellular mediator containing kelch motifs","0","0","0","0","","V","V","","","","V","","3"
"MLLT6","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6","0","0","0","0","","V","","","","V","","V","3"
"MMD","monocyte to macrophage differentiation-associated","0","0","0","0","","V","V","","V","","","","3"
"MMP10","matrix metallopeptidase 10 (stromelysin 2)","0","0","0","0","","V","","V","","","V","","3"
"MNT","MNT, MAX dimerization protein","0","0","0","0","","V","V","","V","","","","3"
"MREG","melanoregulin","0","0","0","0","","V","V","","","","V","","3"
"MS4A7","membrane-spanning 4-domains, subfamily A, member 7","0","0","0","0","","V","V","","","","V","","3"
"MTHFD2","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase","3","0","0","0","","V","V","","","","V","","3"
"MTMR1","myotubularin related protein 1","1","0","0","0","","V","V","","","V","","","3"
"MTMR4","myotubularin related protein 4","0","0","0","0","","V","V","","","V","","","3"
"MTMR6","myotubularin related protein 6","1","0","0","0","","V","","","","","V","V","3"
"MYO1D","myosin ID","0","0","0","0","","V","","","","","V","V","3"
"MYST2","","0","0","1","0","","V","V","","","","V","","3"
"NGFRAP1","nerve growth factor receptor (TNFRSF16) associated protein 1","1","0","1","5","","V","V","V","","","","","3"
"NKAIN2","Na+/K+ transporting ATPase interacting 2","0","0","0","0","","V","V","","","V","","","3"
"NOL4","nucleolar protein 4","0","0","0","0","","V","","","","V","","V","3"
"NOV","nephroblastoma overexpressed","0","0","0","0","","V","V","","","","V","","3"
"NPY1R","neuropeptide Y receptor Y1","1","0","0","7","","V","V","","","","V","","3"
"NR2C2AP","nuclear receptor 2C2-associated protein","0","0","0","3","","V","V","","","V","","","3"
"NUDT10","nudix (nucleoside diphosphate linked moiety X)-type motif 10","0","0","0","0","","V","V","","","","","V","3"
"NUDT8","nudix (nucleoside diphosphate linked moiety X)-type motif 8","0","0","0","0","","V","V","","","V","","","3"
"NUFIP2","nuclear fragile X mental retardation protein interacting protein 2","0","0","0","0","","V","V","","","V","","","3"
"NUMA1","nuclear mitotic apparatus protein 1","0","2","1","6","","V","V","","","V","","","3"
"PARP1","poly (ADP-ribose) polymerase 1","1","6","3","0","","V","V","V","","","","","3"
"PBX3","pre-B-cell leukemia homeobox 3","0","0","0","0","","V","V","","","V","","","3"
"PCYT1B","phosphate cytidylyltransferase 1, choline, beta","2","0","0","0","","V","","","","","V","V","3"
"PDE1C","phosphodiesterase 1C, calmodulin-dependent 70kDa","3","0","0","20","","V","V","","","V","","","3"
"PDE5A","phosphodiesterase 5A, cGMP-specific","1","0","0","4","","V","V","","","","V","","3"
"PDGFD","platelet derived growth factor D","6","0","2","2","","V","V","","","V","","","3"
"PDK4","pyruvate dehydrogenase kinase, isozyme 4","0","0","0","5","","V","","","V","","V","","3"
"PDSS2","prenyl (decaprenyl) diphosphate synthase, subunit 2","1","0","0","0","","V","V","","","V","","","3"
"PFN2","profilin 2","2","0","0","3","","V","V","","","V","","","3"
"PGAP1","post-GPI attachment to proteins 1","2","0","0","4","","V","V","","","V","","","3"
"PHF15","","0","0","0","0","","V","V","","","V","","","3"
"PID1","phosphotyrosine interaction domain containing 1","0","0","0","0","","V","V","","","","V","","3"
"PIGM","phosphatidylinositol glycan anchor biosynthesis, class M","2","0","0","4","","V","V","V","","","","","3"
"PIK3R3","phosphoinositide-3-kinase, regulatory subunit 3 (gamma)","39","0","13","20","","V","","","V","","V","","3"
"PIP3-E","","0","0","1","0","","V","V","","","","","V","3"
"PNPLA6","patatin-like phospholipase domain containing 6","0","0","0","0","","V","V","","V","","","","3"
"PPP1R12A","protein phosphatase 1, regulatory subunit 12A","4","0","3","0","","V","","","V","","V","","3"
"PPP1R9A","protein phosphatase 1, regulatory subunit 9A","0","0","0","0","","V","V","","","V","","","3"
"PPP2R1B","protein phosphatase 2, regulatory subunit A, beta","7","1","0","58","","V","V","","","V","","","3"
"PRKAA2","protein kinase, AMP-activated, alpha 2 catalytic subunit","5","2","2","17","","V","","","","V","","V","3"
"PRSS16","protease, serine, 16 (thymus)","0","0","0","0","","V","","V","","","V","","3"
"PRUNE2","prune homolog 2 (Drosophila)","0","0","0","0","","V","V","","","","","V","3"
"PSEN1","presenilin 1","4","2","4","8","","V","V","V","","","","","3"
"PTGFRN","prostaglandin F2 receptor inhibitor","0","0","0","0","","V","","","V","","","V","3"
"PTH","parathyroid hormone","1","0","0","6","","V","V","","","V","","","3"
"RAB14","RAB14, member RAS oncogene family","0","0","0","0","","V","V","","","V","","","3"
"RAB35","RAB35, member RAS oncogene family","0","0","0","0","","V","","","V","","V","","3"
"RB1CC1","RB1-inducible coiled-coil 1","0","0","1","0","","V","V","","","V","","","3"
"RBM25","RNA binding motif protein 25","1","0","0","0","","V","V","","","V","","","3"
"RELN","reelin","2","0","2","0","","V","V","","","V","","","3"
"REPS2","RALBP1 associated Eps domain containing 2","0","0","0","0","","V","V","V","","","","","3"
"RGMA","RGM domain family, member A","0","0","1","3","","V","","","V","","V","","3"
"RGS7BP","regulator of G-protein signaling 7 binding protein","0","0","0","0","","V","V","","","V","","","3"
"RIMBP2","RIMS binding protein 2","0","0","0","0","","V","V","","","V","","","3"
"RNF165","ring finger protein 165","0","0","0","0","","V","V","","V","","","","3"
"RNF216","ring finger protein 216","0","0","0","0","","V","","","","V","","V","3"
"RPS6KB1","ribosomal protein S6 kinase, 70kDa, polypeptide 1","6","10","13","11","","V","V","","","V","","","3"
"RTN4","reticulon 4","0","0","1","5","","V","","","V","","V","","3"
"RUNX2","runt-related transcription factor 2","0","0","4","0","","V","V","V","","","","","3"
"RYBP","RING1 and YY1 binding protein","0","0","1","0","","V","V","V","","","","","3"
"S1PR1","sphingosine-1-phosphate receptor 1","1","1","5","7","","V","","","","","V","V","3"
"SACS","spastic ataxia of Charlevoix-Saguenay (sacsin)","0","0","0","0","","V","V","","","","V","","3"
"SAPS3","","0","0","0","0","","V","V","","","V","","","3"
"SATB2","SATB homeobox 2","0","0","0","0","","V","V","","","V","","","3"
"SBF2","SET binding factor 2","0","0","0","0","","V","","","","V","","V","3"
"SCN3A","sodium channel, voltage-gated, type III, alpha subunit","0","0","0","4","","V","V","","","V","","","3"
"SCN9A","sodium channel, voltage-gated, type IX, alpha subunit","0","0","0","4","","V","V","","","","V","","3"
"SERTAD2","SERTA domain containing 2","0","0","0","0","","V","V","","","V","","","3"
"SESN2","sestrin 2","1","0","0","0","","V","V","","","","V","","3"
"SETD7","SET domain containing (lysine methyltransferase) 7","1","0","1","0","","V","V","","","","","V","3"
"SFMBT1","Scm-like with four mbt domains 1","0","0","0","0","","V","","","V","V","","","3"
"SFRS7","","1","0","0","0","","V","V","","","V","","","3"
"SGCB","sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)","4","0","0","0","","V","V","","","","","V","3"
"SGMS1","sphingomyelin synthase 1","2","0","1","2","","V","V","","V","","","","3"
"SGTB","small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta","0","0","0","0","","V","","","","V","","V","3"
"SH2B3","SH2B adaptor protein 3","1","0","2","5","","V","","","V","","V","","3"
"SIX4","SIX homeobox 4","0","0","0","0","","V","V","","","","","V","3"
"SLC35F1","solute carrier family 35, member F1","0","0","0","0","","V","V","","","","V","","3"
"SLC38A2","solute carrier family 38, member 2","1","0","0","8","","V","V","","","V","","","3"
"SLC4A5","solute carrier family 4 (sodium bicarbonate cotransporter), member 5","0","0","0","4","","V","V","","","V","","","3"
"SPRY3","sprouty homolog 3 (Drosophila)","1","1","0","0","","V","V","","V","","","","3"
"STAT3","signal transducer and activator of transcription 3 (acute-phase response factor)","8","10","21","12","","V","V","","","","V","","3"
"STEAP4","STEAP family member 4","0","0","0","0","","V","V","","","","V","","3"
"STX16","syntaxin 16","1","0","0","3","","V","V","","V","","","","3"
"SYDE1","synapse defective 1, Rho GTPase, homolog 1 (C. elegans)","0","0","0","3","","V","V","","","","V","","3"
"SYT6","synaptotagmin VI","0","0","0","0","","V","V","","","","","V","3"
"TACC1","transforming, acidic coiled-coil containing protein 1","0","0","2","0","","V","","","","V","","V","3"
"TAL1","T-cell acute lymphocytic leukemia 1","0","0","0","0","","V","V","","","","V","","3"
"TEX2","testis expressed 2","0","0","0","0","","V","V","","","V","","","3"
"TFDP2","transcription factor Dp-2 (E2F dimerization partner 2)","1","0","1","5","","V","V","","","","V","","3"
"TGM1","transglutaminase 1","0","0","0","0","","V","V","","","","V","","3"
"TNPO1","transportin 1","0","0","0","5","","V","","","","V","","V","3"
"TOM1L1","target of myb1 (chicken)-like 1","0","0","0","0","","V","","V","","","","V","3"
"TOMM70A","translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)","0","0","0","0","","V","","","V","","V","","3"
"TRAK2","trafficking protein, kinesin binding 2","0","0","0","0","","V","","","V","","V","","3"
"TRPC3","transient receptor potential cation channel, subfamily C, member 3","0","0","1","14","","V","V","","","","","V","3"
"TXNIP","thioredoxin interacting protein","0","0","0","5","","V","","","V","","","V","3"
"UBC","ubiquitin C","1","0","0","107","","V","V","","","V","","","3"
"UBE3B","ubiquitin protein ligase E3B","1","0","0","4","","V","","","","","V","V","3"
"UBE4B","ubiquitination factor E4B","2","0","1","0","","V","V","","","V","","","3"
"UBQLN1","ubiquilin 1","1","0","1","0","","V","V","","","V","","","3"
"USP47","ubiquitin specific peptidase 47","0","0","0","0","","V","V","","","","","V","3"
"VGLL2","vestigial like 2 (Drosophila)","0","0","0","0","","V","V","","","V","","","3"
"VPS37B","vacuolar protein sorting 37 homolog B (S. cerevisiae)","1","0","0","2","","V","","","V","","","V","3"
"WDR1","WD repeat domain 1","0","0","0","4","","V","V","","V","","","","3"
"WNK1","WNK lysine deficient protein kinase 1","0","0","0","0","","V","","","","V","","V","3"
"WNT10A","wingless-type MMTV integration site family, member 10A","5","0","0","4","","V","","","","V","","V","3"
"WTAP","Wilms tumor 1 associated protein","0","0","0","0","","V","V","","","V","","","3"
"ZADH2","zinc binding alcohol dehydrogenase domain containing 2","0","0","0","0","","V","V","","","","","V","3"
"ZBTB7B","zinc finger and BTB domain containing 7B","0","0","0","0","","V","","","","V","","V","3"
"ZDHHC23","zinc finger, DHHC-type containing 23","0","0","0","0","","V","","","","V","","V","3"
"ZNF711","zinc finger protein 711","0","0","0","0","","V","V","","","V","","","3"
"ZNF784","zinc finger protein 784","0","0","0","0","","V","","","","","V","V","3"
"ARHGAP21","Rho GTPase activating protein 21","0","0","0","0","","","V","","V","V","","","3"
"ATRX","alpha thalassemia/mental retardation syndrome X-linked","0","0","0","0","","","V","","V","","","V","3"
"BTF3L4","basic transcription factor 3-like 4","0","0","0","0","","","V","","","V","","V","3"
"DLC1","deleted in liver cancer 1","0","0","1","3","","","V","V","","","","V","3"
"FAM19A1","family with sequence similarity 19 (chemokine (C-C motif)-like), member A1","0","0","0","0","","","V","","","V","","V","3"
"FAM59A","","0","0","0","0","","","V","","","V","","V","3"
"FLJ14213","","0","0","0","0","","","V","","","V","","V","3"
"FLJ36031","","0","0","0","0","","","V","","","V","","V","3"
"KIAA0182","","0","0","0","0","","","V","","V","","","V","3"
"KIAA0256","","0","0","0","0","","","V","","","V","","V","3"
"KIAA0746","","0","0","0","0","","","V","","","V","","V","3"
"KIAA1128","","0","0","0","0","","","V","","","V","","V","3"
"KIF13A","kinesin family member 13A","0","0","0","4","","","V","","","V","","V","3"
"LOC137886","","0","0","0","0","","","V","","","V","","V","3"
"LRRTM2","leucine rich repeat transmembrane neuronal 2","0","0","0","0","","","V","","","V","","V","3"
"M6PR","mannose-6-phosphate receptor (cation dependent)","2","0","0","4","","","V","","V","","","V","3"
"MAML3","mastermind-like 3 (Drosophila)","1","0","0","6","","","V","","","V","","V","3"
"MOBKL2B","","0","0","0","0","","","V","","","V","","V","3"
"NAP5","","0","0","0","0","","","V","","","V","","V","3"
"NARG1","","0","0","0","0","","","V","","V","","V","","3"
"NAT12","","0","0","0","0","","","V","","","V","","V","3"
"NAT13","","0","0","0","0","","","V","","V","","","V","3"
"NRARP","NOTCH-regulated ankyrin repeat protein","0","0","0","0","","","V","","","V","","V","3"
"PHF14","PHD finger protein 14","0","0","0","0","","","V","","","V","","V","3"
"PURG","purine-rich element binding protein G","0","0","0","0","","","V","","","V","","V","3"
"RP5-1022P6.2","","0","0","0","0","","","V","","","V","","V","3"
"WDR42A","","0","0","0","0","","","V","","","V","","V","3"
"AAK1","AP2 associated kinase 1","0","0","0","0","","","","V","","V","","V","3"
"GRLF1","","3","0","5","0","","","","V","","V","","V","3"
"RBM9","","0","0","0","0","","","","V","","V","","V","3"
"ZNF148","zinc finger protein 148","0","0","0","0","","","","V","","V","","V","3"
"CEBPE","CCAAT/enhancer binding protein (C/EBP), epsilon","0","0","0","0","","","","","V","V","V","","3"
"SNPH","syntaphilin","0","0","0","0","","","","","V","V","","V","3"
"PIK3C2A","phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha","3","0","1","4","","","","","","V","V","V","3"
"TAC1","tachykinin, precursor 1","1","0","0","8","V","","","","","","","","1"
